"workstream_hash","workstream_title","workstream_description","workstream_status","workstream_priority","workstream_complexity","estimated_completion_time","workstream_has_dependencies","output_result","workstream_created_at","workstream_updated_at","drop_id","drop_hash","drop_title","owner_id","drop_priority","drop_complexity","estimated_time","completion_time","details","objectives","tasks","drop_has_dependencies","drop_status","drop_created_at","due_date","last_updated","comments","assignment_date","completion_date","failed_drops","tags","origin_job_id","aggregated_notes","aggregated_test_outcomes","last_aggregated_at","dependencies"
a2d9d899c7f572b4dfa7e5362b989971,Automated Tests and Regression Coverage,"Deliver automated unit and integration tests that validate exact-match retrieval, permission enforcement, route construction for all four structures, event inclusion rules (including Assigned and cancelled), timezone handling, and public endpoint behaviors like non-leaky errors and throttling. Tests use deterministic fixtures and mock FMT responses, run in CI, and include regression checks to prevent N+1 queries and output schema regressions. Include API-level contract tests to ensure the client receives stable event keys and timezone identifiers.",Active,High,"6",3,false,"",2026-01-22 17:13:58.394,2026-01-22 17:13:58.394,8182,"65630c33d5e3a5714f6e5478c2b6957c",API contract tests for stable event keys,"4b3d487653786b8296235baa36ed4b8f",High,"6",6,0,Adds API-level contract tests that assert stable event keys and timezone identifier fields are present and match golden values in tests/fixtures/stable_event_keys.json. Verification: run pytest -k api_contract and confirm tests compare event.key values and timezone fields against the golden fixture and pass.,Ensure the API contract guarantees stable event.key values and presence/format of timezone identifiers for client compatibility.,"[""Create tests/fixtures/stable_event_keys.json listing expected event.key values and required timezone fields"", ""Write tests/unit/test_api_contract_keys.py that requests sample events using fmt_mock and asserts each returned event.key equals the golden value and timezone field exists"", ""Add a regex check for key format ^[a-z0-9_-]+$ and fail on mismatch"", ""Run pytest -k api_contract and confirm contract tests pass""]",true,Completed,2026-01-22 17:42:08.615,,2026-03-06 15:11:00.745,"",2026-03-06 14:59:29.340,2026-03-06 15:11:00.744,,"api-contract, event-keys, timezone, tests, contract",,,,,"8172: Deterministic fixtures and mocked FMT responses"
a2d9d899c7f572b4dfa7e5362b989971,Automated Tests and Regression Coverage,"Deliver automated unit and integration tests that validate exact-match retrieval, permission enforcement, route construction for all four structures, event inclusion rules (including Assigned and cancelled), timezone handling, and public endpoint behaviors like non-leaky errors and throttling. Tests use deterministic fixtures and mock FMT responses, run in CI, and include regression checks to prevent N+1 queries and output schema regressions. Include API-level contract tests to ensure the client receives stable event keys and timezone identifiers.",Active,High,"6",3,false,"",2026-01-22 17:13:58.394,2026-01-22 17:13:58.394,8183,b8b7277fc13bde4c949fb10852d7140c,CI pipeline integration to run test suite,"4b3d487653786b8296235baa36ed4b8f",High,"8",8,0,Adds a CI job configuration file (.github/workflows/test-suite.yml) that runs the full test suite (unit + integration + regression tests) with the deterministic fixtures and fmt_mock; the job fails the run on any test failure including N+1 and schema regressions. Verification: the CI workflow file is committed to the repo and running the configured CI runner (or local emulator) executes pytest tests/ and returns exit code reflecting success/failure.,Ensure tests execute in CI on PRs and scheduled runs to prevent regressions from reaching production.,"[""Create .github/workflows/test-suite.yml with a job that checks out the repo, sets up Python, installs dependencies, and runs pytest tests/"", ""Ensure the job sets environment variables to use tests/mocks/fmt_mock.py and test-only rate-limit/config overrides so tests are deterministic"", ""Add artifact upload step to save tests/artifacts (schema diffs, query counts) on failure"", ""Validate the workflow locally with a CI emulator or by running the same commands locally (pip install -r requirements-dev && pytest tests/)"", ""Commit the workflow file to the branch so CI will run on PRs and schedules""]",true,Completed,2026-01-22 17:42:08.632,,2026-03-06 21:54:06.772,"",2026-03-06 20:50:38.928,2026-03-06 21:54:06.772,,"CI, github-actions, tests, pytest, automation",,,,,"8182: API contract tests for stable event keys, 8172: Deterministic fixtures and mocked FMT responses, 8176: Event inclusion tests for Assigned and Cancelled, 8180: N+1 query regression detection test, 8181: Output schema regression test and guard, 8174: Permission enforcement unit and integration tests, 8178: Public endpoint non-leaky error behavior tests, 8179: Public endpoint throttling behavior tests, 8175: Route construction tests for all four structures, 8177: Timezone identifier and conversion tests, 8173: Unit and integration tests for exact-match retrieval"
"3e1be05ad38cc5d0babfe79d058cd174","Event Normalization, Localization, Timezones","Normalize raw stop events into canonical eventTypeKey values, apply inclusion rules, order events, and attach required metadata and timezone identifiers for client localization. Implements Assigned inclusion rules, emits a cancelled indicator when orderStateId == 4, returns ISO timestamps plus stop timezoneId per event, and omits inapplicable fields cleanly. Provides the data required for en_US and fr_CA localization without embedding localized strings.",Active,High,"8",3,false,"",2026-01-22 17:13:58.364,2026-01-22 17:13:58.364,8160,"4206dc845503363567fc2ca5b24250cf",Canonical eventTypeKey Normalization for Stop Events Live,"4b3d487653786b8296235baa36ed4b8f",High,"4",6,0,"Deploy a mapping layer that converts raw incoming event type strings into canonical eventTypeKey values on the /stops/{stopId}/events response (field name: eventTypeKey). Verification: call the endpoint with a stop containing representative raw types and confirm the response contains canonical keys like ""ARRIVAL"", ""DEPARTURE"", ""PICKUP"", ""DROPOFF"", ""EXCEPTION"" for each mapped event.",Provide a deterministic canonical eventTypeKey for every stop event so clients rely on one set of event type identifiers. The mapping is applied inline in the event pipeline and visible via the events API.,"[""Add mapping function rawEvent.type -> canonical eventTypeKey (cover 8 common raw values)"", ""Run unit tests asserting known raw types map to canonical keys"", ""Integrate mapping into /stops/{stopId}/events response serializer"", ""Deploy behind feature flag and run a smoke call proving eventTypeKey values are canonical""]",false,Completed,2026-01-22 17:37:40.722,,2026-03-03 16:49:26.606,"",2026-03-03 16:33:28.689,2026-03-03 16:49:26.606,,"eventTypeKey, normalization, API, /stops/{stopId}/events",,,,,(none)
"3e1be05ad38cc5d0babfe79d058cd174","Event Normalization, Localization, Timezones","Normalize raw stop events into canonical eventTypeKey values, apply inclusion rules, order events, and attach required metadata and timezone identifiers for client localization. Implements Assigned inclusion rules, emits a cancelled indicator when orderStateId == 4, returns ISO timestamps plus stop timezoneId per event, and omits inapplicable fields cleanly. Provides the data required for en_US and fr_CA localization without embedding localized strings.",Active,High,"8",3,false,"",2026-01-22 17:13:58.364,2026-01-22 17:13:58.364,8161,"85549c56da6f8401a084343268d5deec",Assigned Inclusion Filtering for Stop Events Live,"4b3d487653786b8296235baa36ed4b8f",Medium-High,"4",6,0,"Apply the 'Assigned' inclusion rule to runtime event filtering so the /stops/{stopId}/events response returns only events where assignment is present (field e.g., assigned==true or assigneeId != null). Verification: call the endpoint with a dataset containing assigned and unassigned events and confirm unassigned events are not returned.",Ensure clients receive only events that match the Assigned inclusion rule to reduce noise and meet downstream SLA for assigned-only views.,"[""Implement filter: include event only if assigned==true OR assigneeId present"", ""Add integration test containing mixed assigned/unassigned events"", ""Hook filter into events API response path (/stops/{stopId}/events) without changing other fields"", ""Smoke-endpoint call proving unassigned events are absent""]",false,Completed,2026-01-22 17:37:40.737,,2026-03-02 18:00:19.021,"",2026-03-02 18:00:18.035,2026-03-02 18:00:19.021,,"inclusion, Assigned, filtering, API, /stops/{stopId}/events",,,,,"8160: Canonical eventTypeKey Normalization for Stop Events Live"
"3e1be05ad38cc5d0babfe79d058cd174","Event Normalization, Localization, Timezones","Normalize raw stop events into canonical eventTypeKey values, apply inclusion rules, order events, and attach required metadata and timezone identifiers for client localization. Implements Assigned inclusion rules, emits a cancelled indicator when orderStateId == 4, returns ISO timestamps plus stop timezoneId per event, and omits inapplicable fields cleanly. Provides the data required for en_US and fr_CA localization without embedding localized strings.",Active,High,"8",3,false,"",2026-01-22 17:13:58.364,2026-01-22 17:13:58.364,8162,"31184af9b28ddb440e8eb6befeab17b0",Emit Cancelled Indicator for Cancelled Orders,"4b3d487653786b8296235baa36ed4b8f",High,"3",4,0,Emit a cancelled indicator in each event payload when the orderStateId == 4. The event will include a boolean field cancelled (true) for cancelled orders; for non-cancelled orders that field will be absent. Verification: query /stops/{stopId}/events for a stop with orderStateId==4 and confirm cancelled:true is present on returned events.,Make cancellation state explicit to clients without altering existing orderStateId semantics so downstream systems can quickly detect cancelled orders.,"[""Add cancelled boolean to event serializer when orderStateId==4"", ""Add unit tests verifying cancelled:true is present only for orderStateId==4"", ""Deploy change and run smoke call against a cancelled order stop confirming cancelled:true""]",false,Completed,2026-01-22 17:37:40.752,,2026-03-02 16:52:28.532,"",2026-03-02 16:52:27.218,2026-03-02 16:52:28.532,,"cancelled, orderStateId, event-payload, API",,,,,(none)
"3e1be05ad38cc5d0babfe79d058cd174","Event Normalization, Localization, Timezones","Normalize raw stop events into canonical eventTypeKey values, apply inclusion rules, order events, and attach required metadata and timezone identifiers for client localization. Implements Assigned inclusion rules, emits a cancelled indicator when orderStateId == 4, returns ISO timestamps plus stop timezoneId per event, and omits inapplicable fields cleanly. Provides the data required for en_US and fr_CA localization without embedding localized strings.",Active,High,"8",3,false,"",2026-01-22 17:13:58.364,2026-01-22 17:13:58.364,8163,f57ca6c95dd751735ac723656eca2eac,Return ISO Timestamps for Each Event Live,"4b3d487653786b8296235baa36ed4b8f",High,"5",6,0,"Add an ISO-8601 timestamp field timestampISO to every event in the /stops/{stopId}/events response; values are full ISO strings with offset (e.g., 2026-03-14T15:09:26-07:00). Verification: call the endpoint and parse timestampISO for each event; confirm parsing succeeds and offsets are present.","Provide a single, machine-parseable timestamp field per event (ISO format) so clients can localize and order events reliably.","[""Implement conversion of raw timestamp fields to timestampISO (IETF RFC3339/ISO-8601) in serializer"", ""Add unit tests validating ISO formatting and presence of offset on sample events"", ""Integrate conversion into /stops/{stopId}/events and deploy behind feature flag"", ""Smoke call verifying timestampISO exists and parses with standard ISO parser""]",false,Completed,2026-01-22 17:37:40.767,,2026-03-04 21:23:19.026,"",2026-03-04 21:23:17.750,2026-03-04 21:23:19.026,,"timestampISO, ISO-8601, timestamps, API",,,,,"8164: Attach stop timezoneId to Each Event, 8167: Deduplicate and Resolve Conflicting Events Live, 8170: DST Boundary Timestamp Normalization Live, 8169: Handle Missing Timestamps and Fallback Timezone Logic"
"3e1be05ad38cc5d0babfe79d058cd174","Event Normalization, Localization, Timezones","Normalize raw stop events into canonical eventTypeKey values, apply inclusion rules, order events, and attach required metadata and timezone identifiers for client localization. Implements Assigned inclusion rules, emits a cancelled indicator when orderStateId == 4, returns ISO timestamps plus stop timezoneId per event, and omits inapplicable fields cleanly. Provides the data required for en_US and fr_CA localization without embedding localized strings.",Active,High,"8",3,false,"",2026-01-22 17:13:58.364,2026-01-22 17:13:58.364,8164,dd3635f0149df5819e3f6c7b621a7319,Attach stop timezoneId to Each Event,"4b3d487653786b8296235baa36ed4b8f",Medium-High,"4",5,0,"Include stop.timezoneId (IANA timezone string, e.g., ""America/Toronto"") on every event object returned by /stops/{stopId}/events as stop.timezoneId. Verification: request events for stops in different regions and confirm stop.timezoneId is present on each event.",Expose the stop's timezone identifier so clients can localize displayed times without embedding localized strings.,"[""Read stop.timezoneId from stop record and attach to each event as stop.timezoneId"", ""Add integration tests with stops having timezoneId set and missing"", ""Deploy change and run smoke calls for two stops in different timezones verifying stop.timezoneId present""]",false,Completed,2026-01-22 17:37:40.781,,2026-03-02 19:38:32.699,"",2026-03-02 19:38:31.497,2026-03-02 19:38:32.698,,"timezoneId, stop.timezoneId, IANA, localization",,,,,"8169: Handle Missing Timestamps and Fallback Timezone Logic"
"3e1be05ad38cc5d0babfe79d058cd174","Event Normalization, Localization, Timezones","Normalize raw stop events into canonical eventTypeKey values, apply inclusion rules, order events, and attach required metadata and timezone identifiers for client localization. Implements Assigned inclusion rules, emits a cancelled indicator when orderStateId == 4, returns ISO timestamps plus stop timezoneId per event, and omits inapplicable fields cleanly. Provides the data required for en_US and fr_CA localization without embedding localized strings.",Active,High,"8",3,false,"",2026-01-22 17:13:58.364,2026-01-22 17:13:58.364,8165,e55b2d5f55f1a5c397917c6c2a710869,Cleanly Omit Inapplicable Fields from Event Payloads,"4b3d487653786b8296235baa36ed4b8f",Medium-High,"4",5,0,"Sanitize event payloads so inapplicable fields are omitted rather than present with null/empty values; fields not relevant to an event (e.g., pickupWindow on a DROPOFF) will be absent. Verification: call /stops/{stopId}/events for mixed events and confirm inapplicable fields are not present in JSON output.",Reduce payload size and remove ambiguity for clients by removing fields that are not applicable to a given event type instead of returning nulls.,"[""Define per-eventTypeKey field applicability matrix for 10 common fields"", ""Update serializer to omit fields when not applicable instead of including nulls"", ""Add tests asserting absence of inapplicable fields for sample events"", ""Deploy and run endpoint checks verifying no null fields are returned for inapplicable cases""]",false,Completed,2026-01-22 17:37:40.795,,2026-03-02 21:01:22.467,"",2026-03-02 21:01:20.438,2026-03-02 21:01:22.467,,"payload-sanitization, omit-null, inapplicable-fields, API",,,,,"8161: Assigned Inclusion Filtering for Stop Events Live, 8160: Canonical eventTypeKey Normalization for Stop Events Live, 8167: Deduplicate and Resolve Conflicting Events Live"
"3e1be05ad38cc5d0babfe79d058cd174","Event Normalization, Localization, Timezones","Normalize raw stop events into canonical eventTypeKey values, apply inclusion rules, order events, and attach required metadata and timezone identifiers for client localization. Implements Assigned inclusion rules, emits a cancelled indicator when orderStateId == 4, returns ISO timestamps plus stop timezoneId per event, and omits inapplicable fields cleanly. Provides the data required for en_US and fr_CA localization without embedding localized strings.",Active,High,"8",3,false,"",2026-01-22 17:13:58.364,2026-01-22 17:13:58.364,8166,f95acccc1d2873760618f874b31ddd0c,Order Events Chronologically Across Timezones Live,"4b3d487653786b8296235baa36ed4b8f",High,"6",7,0,Return events ordered chronologically by normalized UTC timestamp across timezones in the /stops/{stopId}/events response. Verification: call the endpoint for a stop with events originating in multiple timezones and confirm events are strictly ordered by timestampISO ascending.,Provide a single canonical chronological ordering so clients can present a consistent timeline irrespective of event origin timezone.,"[""Normalize event timestamps to UTC (use timestampISO) during pipeline"", ""Sort events by timestampISO ascending; use sequenceNumber as deterministic tiebreaker"", ""Add integration test with events from multiple timezones and same local times to prove ordering"", ""Deploy ordering logic and run smoke test verifying chronological ordering""]",true,Completed,2026-01-22 17:37:40.808,,2026-03-05 19:55:08.641,"",2026-03-05 19:55:07.164,2026-03-05 19:55:08.640,,"ordering, chronological, timestamps, timezone-normalization",,,,,"8167: Deduplicate and Resolve Conflicting Events Live, 8163: Return ISO Timestamps for Each Event Live"
"3e1be05ad38cc5d0babfe79d058cd174","Event Normalization, Localization, Timezones","Normalize raw stop events into canonical eventTypeKey values, apply inclusion rules, order events, and attach required metadata and timezone identifiers for client localization. Implements Assigned inclusion rules, emits a cancelled indicator when orderStateId == 4, returns ISO timestamps plus stop timezoneId per event, and omits inapplicable fields cleanly. Provides the data required for en_US and fr_CA localization without embedding localized strings.",Active,High,"8",3,false,"",2026-01-22 17:13:58.364,2026-01-22 17:13:58.364,8167,fcd732ca84b57c261bf23842208b5631,Deduplicate and Resolve Conflicting Events Live,"4b3d487653786b8296235baa36ed4b8f",High,"7",7,0,Implement deduplication and conflict resolution so the /stops/{stopId}/events response contains a single canonical event when multiple identical or conflicting events exist. Verification: supply duplicate and conflicting events and confirm response contains one resolved event with chosen canonical fields (source of truth indicated by chosenEventSource or updatedAt preference).,"Remove duplicate noise and provide a deterministic conflict-resolution rule so clients receive a single, correct representation per real-world event.","[""Add dedupe step: collapse events with same stopId + eventTypeKey + timestampISO to one record"", ""Implement conflict resolution: prefer event with latest updatedAt; if updatedAt equal, prefer non-null critical fields (assignee, location)"", ""Add unit/integration tests for duplicate/conflicting event sets"", ""Deploy and validate via smoke calls that duplicates are removed and conflicts resolve deterministically""]",true,Completed,2026-01-22 17:37:40.823,,2026-03-06 19:08:51.150,"",2026-03-06 19:07:56.823,2026-03-06 19:08:51.150,,"deduplication, conflict-resolution, updatedAt, eventTypeKey",,,,,"8161: Assigned Inclusion Filtering for Stop Events Live, 8160: Canonical eventTypeKey Normalization for Stop Events Live"
"3e1be05ad38cc5d0babfe79d058cd174","Event Normalization, Localization, Timezones","Normalize raw stop events into canonical eventTypeKey values, apply inclusion rules, order events, and attach required metadata and timezone identifiers for client localization. Implements Assigned inclusion rules, emits a cancelled indicator when orderStateId == 4, returns ISO timestamps plus stop timezoneId per event, and omits inapplicable fields cleanly. Provides the data required for en_US and fr_CA localization without embedding localized strings.",Active,High,"8",3,false,"",2026-01-22 17:13:58.364,2026-01-22 17:13:58.364,8168,"12eff42e5d1c42c83094350b6ee28395",Attach Localization Metadata Keys for en_US and fr_CA,"4b3d487653786b8296235baa36ed4b8f",Medium-High,"5",6,0,"Attach localization metadata keys required by en_US and fr_CA clients to the events payload without embedding localized strings; each event will include a localization object: {""supportedLocales"":[""en_US"",""fr_CA""], ""preferredLocale"":null, ""units"":""metric|imperial""}. Verification: call /stops/{stopId}/events and confirm the localization object is present with supportedLocales including en_US and fr_CA.","Provide clients with the metadata needed to localize on the client side (locale identifiers, units hints, date-format key) while keeping strings out of the API.","[""Add localization object to event serializer with keys: supportedLocales, dateFormatKey, numberFormatKey, unitsHint"", ""Populate supportedLocales with [\""en_US\"",\""fr_CA\""] and include dateFormatKey placeholders (e.g., 'iso_datetime')"", ""Add tests confirming localization keys exist and contain both locales"", ""Deploy and run smoke request to confirm localization object present in responses""]",false,Completed,2026-01-22 17:37:40.839,,2026-03-03 19:26:09.283,"",2026-03-03 18:41:29.338,2026-03-03 19:26:09.283,,"localization, en_US, fr_CA, metadata",,,,,"8164: Attach stop timezoneId to Each Event, 8165: Cleanly Omit Inapplicable Fields from Event Payloads, 8163: Return ISO Timestamps for Each Event Live"
"3e1be05ad38cc5d0babfe79d058cd174","Event Normalization, Localization, Timezones","Normalize raw stop events into canonical eventTypeKey values, apply inclusion rules, order events, and attach required metadata and timezone identifiers for client localization. Implements Assigned inclusion rules, emits a cancelled indicator when orderStateId == 4, returns ISO timestamps plus stop timezoneId per event, and omits inapplicable fields cleanly. Provides the data required for en_US and fr_CA localization without embedding localized strings.",Active,High,"8",3,false,"",2026-01-22 17:13:58.364,2026-01-22 17:13:58.364,8169,b01ce24c1410bacb09826b213efcb8da,Handle Missing Timestamps and Fallback Timezone Logic,"4b3d487653786b8296235baa36ed4b8f",Medium-High,"6",6,0,"Implement handling for missing event timestamps and fallback timezone logic: when an event timestamp is missing, set timestampISO from stop.scheduledTimestamp if present; when stop.timezoneId is missing, fall back to 'UTC' and set timezoneFallback:true. Verification: submit events with missing timestamp and/or missing stop.timezoneId and confirm timestampISO and timezoneFallback are set as specified.","Ensure clients see a deterministic timestamp and timezone when source data is incomplete, enabling graceful degradation instead of failure.","[""Detect events missing timestamp and, if stop.scheduledTimestamp exists, set timestampISO to scheduledTimestamp converted to ISO"", ""If stop.timezoneId missing, set stop.timezoneId='UTC' and include timezoneFallback:true in event"", ""Add unit tests for (a) missing event timestamp with scheduledTimestamp present and (b) missing timezoneId case"", ""Deploy and run smoke tests verifying fallback behavior and flags are set""]",true,Completed,2026-01-22 17:37:40.853,,2026-03-05 20:08:46.976,"",2026-03-05 20:08:46.127,2026-03-05 20:08:46.976,,"fallbacks, missing-timestamp, timezone-fallback, robustness",,,,,(none)
"3e1be05ad38cc5d0babfe79d058cd174","Event Normalization, Localization, Timezones","Normalize raw stop events into canonical eventTypeKey values, apply inclusion rules, order events, and attach required metadata and timezone identifiers for client localization. Implements Assigned inclusion rules, emits a cancelled indicator when orderStateId == 4, returns ISO timestamps plus stop timezoneId per event, and omits inapplicable fields cleanly. Provides the data required for en_US and fr_CA localization without embedding localized strings.",Active,High,"8",3,false,"",2026-01-22 17:13:58.364,2026-01-22 17:13:58.364,8170,e941c0fb0985d43f70680eec5b67fd64,DST Boundary Timestamp Normalization Live,"4b3d487653786b8296235baa36ed4b8f",Medium-High,"7",7,0,Normalize timestamps around DST transitions by using the stop.timezoneId (IANA) and a timezone-aware library to produce correct timestampISO values and offsets for events near DST boundaries. Verification: provide test stops/events on DST transition dates and confirm timestampISO offsets reflect the correct pre/post-DST offset for each event.,Prevent off-by-one-hour errors and ordering anomalies at DST boundaries so clients see consistent and correct event times.,"[""Integrate timezone-aware conversion using IANA timezoneId when creating timestampISO"", ""Add regression tests with sample timestamps on DST start and end dates for target timezones (e.g., America/Toronto)"", ""Run pipeline on DST test data and assert resulting timestampISO offsets and ordering are correct"", ""Deploy conversion and run manual verification calls against DST samples""]",true,Completed,2026-01-22 17:37:40.867,,2026-03-06 15:11:24.368,"",2026-03-06 15:11:23.250,2026-03-06 15:11:24.368,,"DST, DST-normalization, timezoneId, timestamps",,,,,"8164: Attach stop timezoneId to Each Event"
"3e1be05ad38cc5d0babfe79d058cd174","Event Normalization, Localization, Timezones","Normalize raw stop events into canonical eventTypeKey values, apply inclusion rules, order events, and attach required metadata and timezone identifiers for client localization. Implements Assigned inclusion rules, emits a cancelled indicator when orderStateId == 4, returns ISO timestamps plus stop timezoneId per event, and omits inapplicable fields cleanly. Provides the data required for en_US and fr_CA localization without embedding localized strings.",Active,High,"8",3,false,"",2026-01-22 17:13:58.364,2026-01-22 17:13:58.364,8171,"00a35fbd18e15163a0d8b16fa584567e",Sample Payloads for en_US and fr_CA Clients Live,"4b3d487653786b8296235baa36ed4b8f",Medium-High,"5",6,0,"Publish two sample payloads that demonstrate the final event shape for en_US and fr_CA clients (including eventTypeKey, timestampISO, stop.timezoneId, cancelled indicator, localization metadata, and omitted fields). Verification: GET /samples/events?locale=en_US and ?locale=fr_CA return the appropriate sample JSON payloads.","Provide explicit, consumable examples clients can use to validate parsing and UI rendering without embedding localized strings.","[""Create canonical sample JSON for en_US including eventTypeKey, timestampISO with -05:00 offset, stop.timezoneId, cancelled:true example"", ""Create canonical sample JSON for fr_CA with timestampISO and stop.timezoneId 'America/Toronto', units hint set to metric"", ""Expose both samples at /samples/events?locale={locale} and add smoke tests that fetch and validate schema fields"", ""Deploy samples to API and confirm GET returns expected payloads""]",true,Completed,2026-01-22 17:37:40.886,,2026-03-03 19:36:51.502,"",2026-03-03 19:27:44.709,2026-03-03 19:36:51.502,,"samples, en_US, fr_CA, documentation, API",,,,,"8168: Attach Localization Metadata Keys for en_US and fr_CA, 8164: Attach stop timezoneId to Each Event, 8160: Canonical eventTypeKey Normalization for Stop Events Live, 8165: Cleanly Omit Inapplicable Fields from Event Payloads, 8167: Deduplicate and Resolve Conflicting Events Live, 8162: Emit Cancelled Indicator for Cancelled Orders, 8166: Order Events Chronologically Across Timezones Live, 8163: Return ISO Timestamps for Each Event Live"
"1141e0b75a616673d11346c7b385d3b3",Order Number Lookup API,"Expose a public HTTP endpoint to look up an Order Number and return either a single eligible order or an empty result set. Endpoint accepts the raw orderNumber string (case-sensitive, no trimming), forwards the request to Tracking Service via existing TCP message patterns, and returns the standardized response contract (orderNumber, structureTypeId, routes[]). Maintains traceId propagation and returns non-leaky, normalized error/empty responses suitable for public consumption.",Active,High,"6",2,false,"",2026-01-22 17:13:58.311,2026-01-22 17:13:58.311,8116,"93a5182f86ba304de6e09352856bd081",Public Order Lookup HTTP Endpoint Live,"4b3d487653786b8296235baa36ed4b8f",Medium-High,"4",6,0,"A public HTTP endpoint POST /public/v1/orders/lookup that accepts a JSON body {""orderNumber"": ""<raw string>""} and returns the standardized response contract (orderNumber, structureTypeId, routes[]) with a safe empty response when backend is not yet wired. Verified by a successful curl POST returning 200 and a response JSON containing those fields.","Ship a callable, customer-visible HTTP endpoint that validates presence of orderNumber and returns the expected contract shape so consumers can call and validate connectivity and schema.","[""Add POST route /public/v1/orders/lookup to API gateway"", ""Implement handler that reads JSON body field 'orderNumber' and validates presence (return 400 if missing)"", ""Return standardized response JSON with fields orderNumber, structureTypeId (null), routes: [] as the initial behavior"", ""Deploy handler behind feature flag 'public-order-lookup' to staging"", ""Run a smoke curl: POST /public/v1/orders/lookup with {\""orderNumber\"":\""TEST123\""} and verify 200 and response contains orderNumber and routes array""]",false,Completed,2026-01-22 17:26:34.361,,2026-03-02 18:21:50.908,"",2026-03-02 18:18:32.467,2026-03-02 18:21:50.908,,"HTTP, API Gateway, orderNumber, response-contract, staging",,,,,(none)
"1141e0b75a616673d11346c7b385d3b3",Order Number Lookup API,"Expose a public HTTP endpoint to look up an Order Number and return either a single eligible order or an empty result set. Endpoint accepts the raw orderNumber string (case-sensitive, no trimming), forwards the request to Tracking Service via existing TCP message patterns, and returns the standardized response contract (orderNumber, structureTypeId, routes[]). Maintains traceId propagation and returns non-leaky, normalized error/empty responses suitable for public consumption.",Active,High,"6",2,false,"",2026-01-22 17:13:58.311,2026-01-22 17:13:58.311,8117,"2a818d61ee188a707f42d91bde36aa15",Endpoint Forwards Raw orderNumber To Tracking Service,"4b3d487653786b8296235baa36ed4b8f",High,"6",6,0,"The endpoint handler forwards the raw orderNumber string (unchanged, case-sensitive, no trimming) to Tracking Service over the existing TCP message pattern and returns an immediate 202 Accepted with an internal request id. Verified by observing the exact orderNumber field in outbound TCP message logs and receiving 202 for a test lookup.",Implement one-day forwarding: read the raw orderNumber from the incoming request and send it to Tracking Service via the existing TCP messaging pattern so backend lookup can start.,"[""Extend handler from /public/v1/orders/lookup to create and send a TCP message to Tracking Service using the existing TCP pattern"", ""Include orderNumber exactly as received in the TCP payload (do not trim or alter case)"", ""Attach X-Trace-Id header value (or generate one) to the TCP metadata for propagation"", ""Log outbound TCP message with request id and orderNumber for verification"", ""Return HTTP 202 Accepted with {\""requestId\"":\""<internal-id>\""} to caller""]",true,Completed,2026-01-22 17:26:34.379,,2026-03-04 22:42:54.129,"",2026-03-04 21:57:52.321,2026-03-04 22:42:54.129,,"TCP, TrackingService, forwarding, orderNumber, traceId, 202",,,,,"8123: Case-Sensitive orderNumber Handling Without Trimming Live, 8116: Public Order Lookup HTTP Endpoint Live"
"1141e0b75a616673d11346c7b385d3b3",Order Number Lookup API,"Expose a public HTTP endpoint to look up an Order Number and return either a single eligible order or an empty result set. Endpoint accepts the raw orderNumber string (case-sensitive, no trimming), forwards the request to Tracking Service via existing TCP message patterns, and returns the standardized response contract (orderNumber, structureTypeId, routes[]). Maintains traceId propagation and returns non-leaky, normalized error/empty responses suitable for public consumption.",Active,High,"6",2,false,"",2026-01-22 17:13:58.311,2026-01-22 17:13:58.311,8118,c4a514a2d62203f6ad299600bb609b16,Eligible Order Response Mapped To Standard Contract,"4b3d487653786b8296235baa36ed4b8f",High,"7",7,0,"When Tracking Service returns an eligible match, the handler maps the tracking payload to the standardized public contract {orderNumber, structureTypeId, routes[]} and returns HTTP 200 with that JSON. Verified by sending a test TCP response fixture and confirming the endpoint returns the mapped fields and values.","Implement mapping logic that transforms Tracking Service match responses into the exact public contract so callers receive consistent, documented fields.","[""Add a mapping function that accepts Tracking Service payload and produces {orderNumber, structureTypeId, routes[]}"", ""Wire mapping into the HTTP handler to return 200 and the mapped contract on a successful TCP response"", ""Create a unit/integration test with a sample TCP 'match' payload and assert the returned JSON contains orderNumber, structureTypeId, and routes array"", ""Update API contract schema to document fields returned for happy path""]",true,Completed,2026-01-22 17:26:34.392,,2026-03-06 19:59:08.080,"",2026-03-06 19:41:47.246,2026-03-06 19:59:08.079,,"mapping, response-contract, TrackingService, orderNumber, structureTypeId, routes",,,,,"8123: Case-Sensitive orderNumber Handling Without Trimming Live, 8117: Endpoint Forwards Raw orderNumber To Tracking Service, 8116: Public Order Lookup HTTP Endpoint Live"
